age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager
31,no,travel_rarely,828,sales,2,below_college,life_sciences,1,604,medium,male,77,high,2,sales_executive,very_high,single,6582,8346,4,y,yes,13,excellent,high,80,0,10,2,best,6,5,0,5
42,no,travel_rarely,319,research_&_development,24,bachelor,medical,1,605,very_high,male,56,high,3,manufacturing_director,low,married,7406,6950,1,y,yes,21,outstanding,very_high,80,1,10,5,good,10,9,5,8
45,no,travel_rarely,561,sales,2,bachelor,other,1,606,very_high,male,61,high,2,sales_executive,medium,married,4805,16177,0,y,no,19,excellent,medium,80,1,9,3,best,8,7,3,7
26,yes,travel_frequently,426,human_resources,17,master,life_sciences,1,608,medium,female,58,high,1,human_resources,high,divorced,2741,22808,0,y,yes,11,excellent,medium,80,1,8,2,good,7,7,1,0
29,no,travel_rarely,232,research_&_development,19,bachelor,technical_degree,1,611,very_high,male,34,high,2,manufacturing_director,very_high,divorced,4262,22645,4,y,no,12,excellent,medium,80,2,8,2,best,3,2,1,2
33,no,travel_rarely,922,research_&_development,1,doctor,medical,1,612,low,female,95,very_high,4,research_director,high,divorced,16184,22578,4,y,no,19,excellent,high,80,1,10,2,better,6,1,0,5
31,no,travel_rarely,688,sales,7,bachelor,life_sciences,1,613,high,male,44,medium,3,manager,very_high,divorced,11557,25291,9,y,no,21,outstanding,high,80,1,10,3,good,5,4,0,1
18,yes,travel_frequently,1306,sales,5,bachelor,marketing,1,614,medium,male,69,high,1,sales_representative,medium,single,1878,8059,1,y,yes,14,excellent,very_high,80,0,0,3,better,0,0,0,0
40,no,non_travel,1094,sales,28,bachelor,other,1,615,high,male,58,low,3,sales_executive,low,divorced,10932,11373,3,y,no,15,excellent,high,80,1,20,2,better,1,0,0,1
41,no,non_travel,509,research_&_development,2,master,other,1,616,low,female,62,medium,2,healthcare_representative,high,single,6811,2112,2,y,yes,17,excellent,low,80,0,10,3,better,8,7,0,7
26,no,travel_rarely,775,sales,29,college,medical,1,618,low,male,45,high,2,sales_executive,high,divorced,4306,4267,5,y,no,12,excellent,low,80,2,8,5,better,0,0,0,0
35,no,travel_rarely,195,sales,1,bachelor,medical,1,620,low,female,80,high,2,sales_executive,high,single,4859,6698,1,y,no,16,excellent,very_high,80,0,5,3,better,5,4,0,3
34,no,travel_rarely,258,sales,21,master,life_sciences,1,621,very_high,male,74,very_high,2,sales_executive,very_high,single,5337,19921,1,y,no,12,excellent,very_high,80,0,10,3,better,10,7,5,7
26,yes,travel_rarely,471,research_&_development,24,bachelor,technical_degree,1,622,high,male,66,low,1,laboratory_technician,very_high,single,2340,23213,1,y,yes,18,excellent,medium,80,0,1,3,bad,1,0,0,0
37,no,travel_rarely,799,research_&_development,1,bachelor,technical_degree,1,623,medium,female,59,high,3,manufacturing_director,very_high,single,7491,23848,4,y,no,17,excellent,very_high,80,0,12,3,best,6,5,1,2
46,no,travel_frequently,1034,research_&_development,18,below_college,medical,1,624,low,female,86,high,3,healthcare_representative,high,married,10527,8984,5,y,no,11,excellent,very_high,80,0,28,3,good,2,2,1,2
41,no,travel_rarely,1276,sales,2,doctor,life_sciences,1,625,medium,female,91,high,4,manager,low,married,16595,5626,7,y,no,16,excellent,medium,80,1,22,2,better,18,16,11,8
37,no,non_travel,142,sales,9,master,medical,1,626,low,male,69,high,3,sales_executive,medium,divorced,8834,24666,1,y,no,13,excellent,very_high,80,1,9,6,better,9,5,7,7
52,no,travel_rarely,956,research_&_development,6,college,technical_degree,1,630,very_high,male,78,high,2,research_scientist,low,divorced,5577,22087,3,y,yes,12,excellent,medium,80,2,18,3,better,10,9,6,9
32,yes,non_travel,1474,sales,11,master,other,1,631,very_high,male,60,very_high,2,sales_executive,high,married,4707,23914,8,y,no,12,excellent,very_high,80,0,6,2,better,4,2,1,2
24,no,travel_frequently,535,sales,24,bachelor,medical,1,632,very_high,male,38,high,1,sales_representative,very_high,married,2400,5530,0,y,no,13,excellent,high,80,2,3,3,better,2,2,2,1
38,no,travel_rarely,1495,research_&_development,10,bachelor,medical,1,634,high,female,76,high,2,healthcare_representative,high,married,9824,22174,3,y,no,19,excellent,high,80,1,18,4,better,1,0,0,0
37,no,travel_rarely,446,research_&_development,1,master,life_sciences,1,635,medium,female,65,high,2,manufacturing_director,medium,married,6447,15701,6,y,no,12,excellent,medium,80,1,8,2,good,6,5,4,3
49,no,travel_rarely,1245,research_&_development,18,master,life_sciences,1,638,very_high,male,58,medium,5,research_director,high,divorced,19502,2125,1,y,yes,17,excellent,high,80,1,31,5,better,31,9,0,9
24,no,travel_rarely,691,research_&_development,23,bachelor,medical,1,639,medium,male,89,very_high,1,research_scientist,very_high,married,2725,21630,1,y,yes,11,excellent,medium,80,2,6,3,better,6,5,1,4
26,no,travel_rarely,703,sales,28,college,marketing,1,641,low,male,66,high,2,sales_executive,medium,married,6272,7428,1,y,no,20,outstanding,very_high,80,2,6,5,best,5,3,1,4
24,no,travel_rarely,823,research_&_development,17,college,other,1,643,very_high,male,94,medium,1,laboratory_technician,medium,married,2127,9100,1,y,no,21,outstanding,very_high,80,1,1,2,better,1,0,0,0
50,no,travel_frequently,1246,human_resources,3,bachelor,medical,1,644,low,male,99,high,5,manager,medium,married,18200,7999,1,y,no,11,excellent,high,80,1,32,2,better,32,5,10,7
25,no,travel_rarely,622,sales,13,below_college,medical,1,645,medium,male,40,high,1,sales_representative,high,married,2096,26376,1,y,no,11,excellent,high,80,0,7,1,better,7,4,0,6
24,yes,travel_frequently,1287,research_&_development,7,bachelor,life_sciences,1,647,low,female,55,high,1,laboratory_technician,high,married,2886,14168,1,y,yes,16,excellent,very_high,80,1,6,4,better,6,3,1,2
30,yes,travel_frequently,448,sales,12,master,life_sciences,1,648,medium,male,74,medium,1,sales_representative,low,married,2033,14470,1,y,no,18,excellent,high,80,1,1,2,best,1,0,0,0
34,no,travel_rarely,254,research_&_development,1,college,life_sciences,1,649,medium,male,83,medium,1,research_scientist,very_high,married,3622,22794,1,y,yes,13,excellent,very_high,80,1,6,3,better,6,5,1,3
31,yes,travel_rarely,1365,sales,13,master,medical,1,650,medium,male,46,high,2,sales_executive,low,divorced,4233,11512,2,y,no,17,excellent,high,80,0,9,2,bad,3,1,1,2
35,no,travel_rarely,538,research_&_development,25,college,other,1,652,low,male,54,medium,2,laboratory_technician,very_high,single,3681,14004,4,y,no,14,excellent,very_high,80,0,9,3,better,3,2,0,2
31,no,travel_rarely,525,sales,6,master,medical,1,653,low,male,66,very_high,2,sales_executive,very_high,divorced,5460,6219,4,y,no,22,outstanding,very_high,80,2,13,4,best,7,7,5,7
27,no,travel_rarely,798,research_&_development,6,master,medical,1,655,low,female,66,medium,1,research_scientist,high,divorced,2187,5013,0,y,no,12,excellent,high,80,2,6,5,good,5,3,0,3
37,no,travel_rarely,558,sales,2,bachelor,marketing,1,656,very_high,male,75,high,2,sales_executive,high,married,9602,3010,4,y,yes,11,excellent,high,80,1,17,3,good,3,0,1,0
20,no,travel_rarely,959,research_&_development,1,bachelor,life_sciences,1,657,very_high,female,83,medium,1,research_scientist,medium,single,2836,11757,1,y,no,13,excellent,very_high,80,0,1,0,best,1,0,0,0
42,no,travel_rarely,622,research_&_development,2,master,life_sciences,1,659,high,female,81,high,2,healthcare_representative,very_high,married,4089,5718,1,y,no,13,excellent,medium,80,2,10,4,better,10,2,2,2
43,no,travel_rarely,782,research_&_development,6,master,other,1,661,medium,male,50,medium,4,research_director,very_high,divorced,16627,2671,4,y,yes,14,excellent,high,80,1,21,3,good,1,0,0,0
38,no,travel_rarely,362,research_&_development,1,below_college,life_sciences,1,662,high,female,43,high,1,research_scientist,low,single,2619,14561,3,y,no,17,excellent,very_high,80,0,8,3,good,0,0,0,0
43,no,travel_frequently,1001,research_&_development,9,doctor,medical,1,663,very_high,male,72,high,2,laboratory_technician,high,divorced,5679,19627,3,y,yes,13,excellent,medium,80,1,10,3,better,8,7,4,7
48,no,travel_rarely,1236,research_&_development,1,master,life_sciences,1,664,very_high,female,40,medium,4,manager,low,married,15402,17997,7,y,no,11,excellent,low,80,1,21,3,bad,3,2,0,2
44,no,travel_rarely,1112,human_resources,1,master,life_sciences,1,665,low,female,50,medium,2,human_resources,high,single,5985,26894,4,y,no,11,excellent,medium,80,0,10,1,best,2,2,0,2
34,no,travel_rarely,204,sales,14,bachelor,technical_degree,1,666,high,female,31,high,1,sales_representative,high,divorced,2579,2912,1,y,yes,18,excellent,very_high,80,2,8,3,better,8,2,0,6
27,yes,travel_rarely,1420,sales,2,below_college,marketing,1,667,high,male,85,high,1,sales_representative,low,divorced,3041,16346,0,y,no,11,excellent,medium,80,1,5,3,better,4,3,0,2
21,no,travel_rarely,1343,sales,22,below_college,technical_degree,1,669,high,male,49,high,1,sales_representative,high,single,3447,24444,1,y,no,11,excellent,high,80,0,3,2,better,3,2,1,2
44,no,travel_rarely,1315,research_&_development,3,master,other,1,671,very_high,male,35,high,5,manager,very_high,married,19513,9358,4,y,yes,12,excellent,low,80,1,26,2,best,2,2,0,1
22,no,travel_rarely,604,research_&_development,6,below_college,medical,1,675,low,male,69,high,1,research_scientist,high,married,2773,12145,0,y,no,20,outstanding,very_high,80,0,3,3,better,2,2,2,2
33,no,travel_rarely,1216,sales,8,master,marketing,1,677,high,male,39,high,2,sales_executive,high,divorced,7104,20431,0,y,no,12,excellent,very_high,80,0,6,3,better,5,0,1,2
32,no,travel_rarely,646,research_&_development,9,master,life_sciences,1,679,low,female,92,high,2,research_scientist,very_high,married,6322,18089,1,y,yes,12,excellent,very_high,80,1,6,2,good,6,4,0,5
30,no,travel_frequently,160,research_&_development,3,bachelor,medical,1,680,high,female,71,high,1,research_scientist,high,divorced,2083,22653,1,y,no,20,outstanding,high,80,1,1,2,better,1,0,0,0
53,no,travel_rarely,238,sales,1,below_college,medical,1,682,very_high,female,34,high,2,sales_executive,low,single,8381,7507,7,y,no,20,outstanding,very_high,80,0,18,2,best,14,7,8,10
34,no,travel_rarely,1397,research_&_development,1,doctor,life_sciences,1,683,medium,male,42,high,1,research_scientist,very_high,married,2691,7660,1,y,no,12,excellent,very_high,80,1,10,4,good,10,9,8,8
45,yes,travel_frequently,306,sales,26,master,life_sciences,1,684,low,female,100,high,2,sales_executive,low,married,4286,5630,2,y,no,14,excellent,very_high,80,2,5,4,better,1,1,0,0
26,no,travel_rarely,991,research_&_development,6,bachelor,life_sciences,1,686,high,female,71,high,1,laboratory_technician,very_high,married,2659,17759,1,y,yes,13,excellent,high,80,1,3,2,better,3,2,0,2
37,no,travel_rarely,482,research_&_development,3,bachelor,other,1,689,high,male,36,high,3,manufacturing_director,high,married,9434,9606,1,y,no,15,excellent,high,80,1,10,2,better,10,7,7,8
29,no,travel_rarely,1176,sales,3,college,medical,1,690,medium,female,62,high,2,sales_executive,high,married,5561,3487,1,y,no,14,excellent,low,80,1,6,5,good,6,0,1,2
35,no,travel_rarely,1017,research_&_development,6,master,life_sciences,1,691,medium,male,82,low,2,research_scientist,very_high,single,6646,19368,1,y,no,13,excellent,medium,80,0,17,3,better,17,11,11,8
33,no,travel_frequently,1296,research_&_development,6,bachelor,life_sciences,1,692,high,male,30,high,2,healthcare_representative,very_high,divorced,7725,5335,3,y,no,23,outstanding,high,80,1,15,2,bad,13,11,4,7
54,no,travel_rarely,397,human_resources,19,master,medical,1,698,high,male,88,high,3,human_resources,medium,married,10725,6729,2,y,no,15,excellent,high,80,1,16,1,best,9,7,7,1
36,no,travel_rarely,913,research_&_development,9,college,medical,1,699,medium,male,48,medium,2,manufacturing_director,medium,divorced,8847,13934,2,y,yes,11,excellent,high,80,1,13,2,better,3,2,0,2
27,no,travel_rarely,1115,research_&_development,3,master,medical,1,700,low,male,54,medium,1,research_scientist,very_high,single,2045,15174,0,y,no,13,excellent,very_high,80,0,5,0,better,4,2,1,1
20,yes,travel_rarely,1362,research_&_development,10,below_college,medical,1,701,very_high,male,32,high,1,research_scientist,high,single,1009,26999,1,y,yes,11,excellent,very_high,80,0,1,5,better,1,0,1,1
33,yes,travel_frequently,1076,research_&_development,3,bachelor,life_sciences,1,702,low,male,70,high,1,research_scientist,low,single,3348,3164,1,y,yes,11,excellent,low,80,0,10,3,better,10,8,9,7
35,no,non_travel,727,research_&_development,3,bachelor,life_sciences,1,704,high,male,41,medium,1,laboratory_technician,high,married,1281,16900,1,y,no,18,excellent,high,80,2,1,3,better,1,0,0,0
23,no,travel_rarely,885,research_&_development,4,bachelor,medical,1,705,low,male,58,very_high,1,research_scientist,low,married,2819,8544,2,y,no,16,excellent,low,80,1,5,3,best,3,2,0,2
25,no,travel_rarely,810,sales,8,bachelor,life_sciences,1,707,very_high,male,57,very_high,2,sales_executive,medium,married,4851,15678,0,y,no,22,outstanding,high,80,1,4,4,better,3,2,1,2
38,no,travel_rarely,243,sales,7,master,marketing,1,709,very_high,female,46,medium,2,sales_executive,very_high,single,4028,7791,0,y,no,20,outstanding,low,80,0,8,2,better,7,7,0,5
29,no,travel_frequently,806,research_&_development,1,master,life_sciences,1,710,medium,male,76,low,1,research_scientist,very_high,divorced,2720,18959,1,y,no,18,excellent,very_high,80,1,10,5,better,10,7,2,8
48,no,travel_rarely,817,sales,2,below_college,marketing,1,712,medium,male,56,very_high,2,sales_executive,medium,married,8120,18597,3,y,no,12,excellent,very_high,80,0,12,3,better,2,2,2,2
27,no,travel_frequently,1410,sales,3,below_college,medical,1,714,very_high,female,71,very_high,2,sales_executive,very_high,divorced,4647,16673,1,y,yes,20,outstanding,medium,80,2,6,3,better,6,5,0,4
37,no,travel_rarely,1225,research_&_development,10,college,life_sciences,1,715,very_high,male,80,very_high,1,research_scientist,very_high,single,4680,15232,3,y,no,17,excellent,low,80,0,4,2,better,1,0,0,0
50,no,travel_rarely,1207,research_&_development,28,below_college,medical,1,716,very_high,male,74,very_high,1,laboratory_technician,high,married,3221,3297,1,y,yes,11,excellent,high,80,3,20,3,better,20,8,3,8
34,no,travel_rarely,1442,research_&_development,9,bachelor,medical,1,717,very_high,female,46,medium,3,healthcare_representative,medium,single,8621,17654,1,y,no,14,excellent,medium,80,0,9,3,best,8,7,7,7
24,yes,travel_rarely,693,sales,3,college,life_sciences,1,720,low,female,65,high,2,sales_executive,high,single,4577,24785,9,y,no,14,excellent,low,80,0,4,3,better,2,2,2,0
39,no,travel_rarely,408,research_&_development,2,master,technical_degree,1,721,very_high,female,80,medium,2,healthcare_representative,high,single,4553,20978,1,y,no,11,excellent,low,80,0,20,4,better,20,7,11,10
32,no,travel_rarely,929,sales,10,bachelor,marketing,1,722,very_high,male,55,high,2,sales_executive,very_high,single,5396,21703,1,y,no,12,excellent,very_high,80,0,10,2,good,10,7,0,8
50,yes,travel_frequently,562,sales,8,college,technical_degree,1,723,medium,male,50,high,2,sales_executive,high,married,6796,23452,3,y,yes,14,excellent,low,80,1,18,4,better,4,3,1,3
38,no,travel_rarely,827,research_&_development,1,master,life_sciences,1,724,medium,female,33,very_high,2,healthcare_representative,very_high,single,7625,19383,0,y,no,13,excellent,high,80,0,10,4,good,9,7,1,8
27,no,travel_rarely,608,research_&_development,1,college,life_sciences,1,725,high,female,68,high,3,manufacturing_director,low,married,7412,6009,1,y,no,11,excellent,very_high,80,0,9,3,better,9,7,0,7
32,no,travel_rarely,1018,research_&_development,3,college,life_sciences,1,727,high,female,39,high,3,research_director,very_high,single,11159,19373,3,y,no,15,excellent,very_high,80,0,10,6,better,7,7,7,7
47,no,travel_rarely,703,sales,14,master,marketing,1,728,very_high,male,42,high,2,sales_executive,low,single,4960,11825,2,y,no,12,excellent,very_high,80,0,20,2,better,7,7,1,7
40,no,travel_frequently,580,sales,5,master,life_sciences,1,729,very_high,male,48,medium,3,sales_executive,low,married,10475,23772,5,y,yes,21,outstanding,high,80,1,20,2,better,18,13,1,12
53,no,travel_rarely,970,research_&_development,7,bachelor,life_sciences,1,730,high,male,59,very_high,4,research_director,high,married,14814,13514,3,y,no,19,excellent,high,80,0,32,3,better,5,1,1,3
41,no,travel_rarely,427,human_resources,10,master,human_resources,1,731,medium,male,73,medium,5,manager,very_high,divorced,19141,8861,3,y,no,15,excellent,medium,80,3,23,2,good,21,6,12,6
60,no,travel_rarely,1179,sales,16,master,marketing,1,732,low,male,84,high,2,sales_executive,low,single,5405,11924,8,y,no,14,excellent,very_high,80,0,10,1,better,2,2,2,2
27,no,travel_frequently,294,research_&_development,10,college,life_sciences,1,733,very_high,male,32,high,3,manufacturing_director,low,divorced,8793,4809,1,y,no,21,outstanding,high,80,2,9,4,good,9,7,1,7
41,no,travel_rarely,314,human_resources,1,bachelor,human_resources,1,734,very_high,male,59,medium,5,manager,high,married,19189,19562,1,y,no,12,excellent,medium,80,1,22,3,better,22,7,2,10
50,no,travel_rarely,316,sales,8,master,marketing,1,738,very_high,male,54,high,1,sales_representative,medium,married,3875,9983,7,y,no,15,excellent,very_high,80,1,4,2,better,2,2,2,2
28,yes,travel_rarely,654,research_&_development,1,college,life_sciences,1,741,low,female,67,low,1,research_scientist,medium,single,2216,3872,7,y,yes,13,excellent,very_high,80,0,10,4,better,7,7,3,7
36,no,non_travel,427,research_&_development,8,bachelor,life_sciences,1,742,low,female,63,very_high,3,research_director,low,married,11713,20335,9,y,no,14,excellent,low,80,1,10,2,better,8,7,0,5
